iunix,LAT,LON,DATE,DOY,TIME,FLT,PSX,PSY,WGSHGT,FX,FY,FZ,EOTGRAV,FACOR,INTCOR,FAG070,FAG100,FAG140,FLTENVIRO,FLTENVIRO,DATETIME,UNIX,THICK,ELEVATION,FRAME,SURFACE_radar,BOTTOM,QUALITY,SURFACE_atm,DAY,HOUR,ICEBASE,TOPOGRAPHY
2009-11-04 20:16:39.000,-67.506324,-62.8274204,2009-11-04,308,72999.0,14,-2201496.2,1130083.83,513.16,109676.13,57259.07,932182.88,-14.98,158.24,0.0,16.6,16.29,15.78,0,,2.009110473e+12,1257365799.0,296.08,515.963333333,2.00911040104e+12,458.94,755.02,1.0,51.96935,4,20,-239.056666667,57.0233333333
2009-11-04 20:16:39.500,-67.5062306,-62.8291397,2009-11-04,308,72999.5,14,-2201539.48,1130022.58,513.32,117862.12,58064.66,927676.98,-42.63,158.29,0.0,16.56,16.23,15.72,0,,2.009110473e+12,1257365799.5,294.158333333,516.0114,2.00911040104e+12,458.94,753.098333333,1.0,51.95025,4,20,-237.086933333,57.0714
2009-11-04 20:16:40.000,-67.5061402,-62.8308585,2009-11-04,308,73000.0,14,-2201582.45,1129961.19,513.33,123324.85,58223.37,927036.93,-244.54,158.29,0.0,16.53,16.16,15.67,0,,2.009110473e+12,1257365800.0,302.481666667,515.923916667,2.00911040104e+12,458.94,761.421666667,1.0,51.93315,4,20,-245.49775,56.9839166667
2009-11-04 20:16:40.500,-67.5060528,-62.8325775,2009-11-04,308,73000.5,14,-2201625.12,1129899.64,513.21,123692.22,57339.66,930728.37,-543.01,158.25,0.0,16.49,16.1,15.62,0,,2.009110473e+12,1257365800.5,297.321666667,515.71315,2.00911040104e+12,453.68,751.0,1.0,51.9631,4,20,-235.28685,62.03315
2009-11-04 20:16:41.000,-67.5059685,-62.8342958,2009-11-04,308,73001.0,14,-2201667.46,1129837.95,512.96,117494.87,55238.95,939235.86,-785.26,158.17,0.0,16.46,16.04,15.56,0,,2.009110473e+12,1257365801.0,298.486666667,515.405483333,2.00911040104e+12,451.05,749.538333333,1.0,52.0282,4,20,-234.13285,64.3554833333
2009-11-04 20:16:41.500,-67.5058871,-62.8360141,2009-11-04,308,73001.5,14,-2201709.51,1129776.11,512.61,104848.58,52093.6,952642.35,-828.04,158.07,0.0,16.42,15.97,15.51,0,,2.009110473e+12,1257365801.5,288.504,515.0624,2.00911040104e+12,458.94,747.444,1.0,52.1114,4,20,-232.3816,56.1224
2009-11-04 20:16:42.000,-67.5058084,-62.8377323,2009-11-04,308,73002.0,14,-2201751.29,1129714.14,512.18,87521.03,48399.39,970174.44,-621.02,157.93,0.0,16.38,15.9,15.46,0,,2.009110473e+12,1257365802.0,293.785,514.686366667,2.00911040104e+12,458.94,752.72,1.0,52.16855,4,20,-238.033633333,55.7463666667
2009-11-04 20:16:42.500,-67.5057319,-62.8394497,2009-11-04,308,73002.5,14,-2201792.82,1129652.08,511.72,68320.18,44802.67,989992.52,-239.61,157.79,0.0,16.34,15.84,15.4,0,,2.009110473e+12,1257365802.5,294.278333333,514.275216667,2.00911040104e+12,468.1,762.38,1.0,52.2944,4,20,-248.104783333,46.1752166667
2009-11-04 20:16:43.000,-67.5056572,-62.841166,2009-11-04,308,73003.0,14,-2201834.16,1129589.97,511.28,50051.99,41849.27,1009408.12,152.8,157.66,0.0,16.3,15.77,15.34,0,,2.009110473e+12,1257365803.0,296.891666667,513.902383333,2.00911040104e+12,464.196666667,761.088333333,1.0,52.46555,4,20,-247.18595,49.7057166667
2009-11-04 20:16:43.500,-67.505584,-62.8428816,2009-11-04,308,73003.5,14,-2201875.33,1129527.81,510.91,34500.36,39766.73,1025505.28,392.28,157.54,0.0,16.26,15.7,15.29,0,,2.009110473e+12,1257365803.5,297.928333333,513.60855,2.00911040104e+12,458.94,756.866666667,1.0,52.6769,4,20,-243.258116667,54.66855
2009-11-04 20:16:44.000,-67.5055118,-62.8445957,2009-11-04,308,73004.0,14,-2201916.36,1129465.65,510.64,21880.65,38379.97,1035937.33,401.54,157.46,0.0,16.22,15.63,15.23,0,,2.009110473e+12,1257365804.0,296.551666667,513.430766667,2.00911040104e+12,458.94,755.491666667,1.0,52.84475,4,20,-242.0609,54.4907666667
2009-11-04 20:16:44.500,-67.5054405,-62.8463084,2009-11-04,308,73004.5,14,-2201957.28,1129403.5,510.5,11005.05,37201.99,1039572.03,227.0,157.42,0.0,16.17,15.56,15.18,0,,2.009110473e+12,1257365804.5,273.565,513.389383333,2.00911040104e+12,474.71,748.283333333,1.0,52.9074,4,20,-234.89395,38.6793833333
2009-11-04 20:16:45.000,-67.5053698,-62.8480195,2009-11-04,308,73005.0,14,-2201998.1,1129341.38,510.5,71.83,35661.43,1036719.72,5.18,157.42,0.0,16.13,15.49,15.12,0,,2.00911047300e+12,1257365805.0,281.258333333,513.485916667,2.00911040104e+12,474.71,755.97,1.0,52.881,4,20,-242.484083333,38.7759166667
2009-11-04 20:16:45.500,-67.5052994,-62.8497283,2009-11-04,308,73005.5,14,-2202038.85,1129279.33,510.63,-12295.36,33366.34,1028868.91,-120.8,157.46,0.0,16.09,15.42,15.07,0,,2.00911047301e+12,1257365805.5,292.62,513.70315,2.00911040104e+12,474.71,767.336666667,1.0,52.8123,4,20,-253.633516667,38.99315
2009-11-04 20:16:46.000,-67.505229,-62.8514352,2009-11-04,308,73006.0,14,-2202079.55,1129217.35,510.88,-26241.29,30287.13,1018072.8,-85.45,157.53,0.0,16.04,15.35,15.01,0,,2.00911047301e+12,1257365806.0,294.231666667,514.015016667,2.00911040104e+12,474.71,768.948333333,1.0,52.7142,4,20,-254.933316667,39.3050166667
